koi_period,koi_duration,koi_depth,koi_prad,koi_impact,koi_model_snr,koi_teq,koi_insol,koi_steff,koi_slogg,koi_srad,koi_disposition,kepid
6.39269778,2.138,174.3,1.21,0.011,11.3,890.0,148.31,5248.0,4.416,0.943,CANDIDATE,9509343
7.87845756,3.912,44.1,0.78,0.562,10.5,989.0,226.11,5767.0,4.287,1.135,CANDIDATE,7673841
27.9040511,5.346,300.2,2.19,0.854,12.8,677.0,49.53,6325.0,4.409,1.112,CANDIDATE,11968463
0.644322147,0.893,1076.6,24.39,1.3275,79.6,1592.0,1516.94,5136.0,4.648,0.612,CANDIDATE,5436161
17.8075656,1.643,1511.0,3.92,0.474,11.8,742.0,71.56,6194.0,4.45,0.981,CANDIDATE,4571844
333.03842,5.948,1260.0,3.19,0.2184,7.0,247.0,0.89,5743.0,4.534,0.903,CANDIDATE,2859893
3.75030469,3.246,35.5,0.87,0.77,10.3,1374.0,842.07,5866.0,4.191,1.339,CANDIDATE,6026737
0.259819659,0.6513,231.5,1.22,0.972,24.1,1559.0,1410.9,3939.0,4.736,0.526,CANDIDATE,7582691
4.72693131,4.036,26.2,0.61,0.065,11.5,1203.0,495.58,5950.0,4.323,1.196,CANDIDATE,9836563
10.0989634,6.428,57.0,1.03,0.529,8.9,1016.0,251.36,6174.0,4.244,1.318,CANDIDATE,1724719
13.12297275,2.234,43.7,1.29,0.885,12.9,1030.0,266.05,6134.0,4.065,1.665,CANDIDATE,11081504
22.7909233,9.565,53.6,1.38,0.871,19.4,862.0,130.75,6311.0,4.116,1.642,CANDIDATE,12016267
0.681180633,0.8844,156.4,2.97,0.31,16.6,2782.0,14116.16,4939.0,3.635,2.377,CANDIDATE,3550372
369.13236,10.34,215.9,2.14,0.0824,11.9,328.0,2.73,6282.0,4.151,1.449,CANDIDATE,8240790
9.08745206,3.786,35.1,0.73,0.341,11.7,980.0,217.95,5888.0,4.275,1.227,CANDIDATE,4548011
106.957467,7.006,539.6,2.4,0.705,11.7,394.0,5.7,6075.0,4.486,0.969,CANDIDATE,7191646
75.8781344,1.383,1054.0,3.39,0.705,11.9,417.0,7.18,5579.0,4.413,0.972,CANDIDATE,7801070
147.661729,6.207,1087.8,1.59,0.002,13.2,176.0,0.23,3788.0,4.774,0.49,CANDIDATE,4172805
13.00291716,3.058,225.3,1.28,0.701,14.0,710.0,60.11,5796.0,4.575,0.8,CANDIDATE,5126182
42.0292298,8.499,373.7,2.33,0.015,14.5,578.0,26.46,5850.0,4.297,1.217,CANDIDATE,8949925
0.505111993,0.4053,212.8,1.58,0.841,18.7,1886.0,2970.58,5262.0,4.59,0.783,CANDIDATE,9642018
2.49385348,1.414,46.9,0.59,0.331,12.3,1251.0,579.64,5615.0,4.477,0.85,CANDIDATE,7661893
18.22211768,2.044,2318.0,7.45,0.973,15.2,620.0,34.99,5162.0,4.411,0.958,CANDIDATE,9776794
16.5340022,4.063,89.2,1.17,0.525,9.3,819.0,106.21,6052.0,4.285,1.202,CANDIDATE,7673192
13.9482197,7.686,119.4,2.53,0.197,14.5,1063.0,301.8,5529.0,3.808,2.346,CANDIDATE,11124436
5.67577999,3.554,51.2,1.22,0.91,11.2,1357.0,802.11,6681.0,4.233,1.438,CANDIDATE,5780855
49.564693,8.54,113.5,1.63,0.685,15.0,588.0,28.19,5907.0,4.212,1.442,CANDIDATE,9491832
2.89494709,3.254,45.8,1.16,0.191,14.3,1919.0,3204.25,7087.0,4.137,1.684,CANDIDATE,2852941
0.762950224,1.133,187.3,1.0,0.197,15.8,1651.0,1763.73,5385.0,4.61,0.731,CANDIDATE,10647452
170.995748,3.88,477.1,4.9,0.839,15.5,463.0,10.86,6127.0,3.991,1.983,CANDIDATE,4773392
19.5650801,4.242,61.7,0.97,0.025,13.8,791.0,92.77,6180.0,4.294,1.235,CANDIDATE,9936080
5.53312006,3.486,53.1,1.05,0.299,13.4,1303.0,680.77,6170.0,4.15,1.425,CANDIDATE,6290935
200.721168,9.91,822.5,3.32,0.234,13.1,327.0,2.72,5566.0,4.275,1.17,CANDIDATE,12734396
10.8614163,6.02,64.8,1.01,0.939,12.9,899.0,154.68,6339.0,4.454,1.017,CANDIDATE,8278685
7.03965141,3.141,268.7,2.72,0.778,9.8,1171.0,445.49,5902.0,4.128,1.513,CANDIDATE,6103377
4.72519164,3.751,98.8,3.98,0.6,10.0,2250.0,6060.79,6655.0,3.49,3.831,CANDIDATE,3660581
66.6434565,2.385,277.3,2.99,0.985,14.8,476.0,12.17,5751.0,4.339,1.164,CANDIDATE,10794974
160.850075,9.427,428.1,3.41,0.769,16.1,413.0,6.87,5999.0,4.168,1.507,CANDIDATE,3558849
6.2614227,4.779,51.4,0.81,0.069,10.6,1146.0,407.58,6384.0,4.361,1.121,CANDIDATE,5175024
3.70386741,1.41,125.7,0.86,0.033,13.1,1012.0,247.2,5496.0,4.592,0.776,CANDIDATE,10991114
19.8751355,8.041,109.0,2.49,0.919,15.2,1061.0,299.47,6918.0,4.021,2.004,CANDIDATE,4945764
7.2929891,4.053,72.5,0.73,0.022,7.1,904.0,158.19,5959.0,4.549,0.856,CANDIDATE,9834731
145.786556,4.891,378.0,1.82,0.133,13.9,331.0,2.84,5578.0,4.44,0.95,CANDIDATE,9514372
2.5093344,1.833,184.3,1.47,0.019,8.4,1483.0,1143.04,6278.0,4.425,1.081,CANDIDATE,3762750
24.5607107,8.679,55.2,1.13,0.374,14.9,787.0,90.55,6170.0,4.192,1.499,CANDIDATE,9886361
24.6683831,8.556,109.2,1.76,0.751,15.3,788.0,91.32,6059.0,4.151,1.554,CANDIDATE,12737015
349.41047,15.02,652.8,2.41,0.2791,17.7,253.0,0.97,5878.0,4.512,0.945,CANDIDATE,8482059
14.8162925,4.973,108.2,1.57,0.857,12.5,912.0,163.33,6356.0,4.27,1.325,CANDIDATE,9286088
3.98167088,3.609,44.7,0.79,0.2076,10.3,1356.0,798.79,6484.0,4.377,1.173,CANDIDATE,6937529
7.016016,3.8,169.0,1.72,0.89,6.3,1138.0,396.43,6642.0,4.39,1.136,CANDIDATE,5197233
42.068554,5.723,186.3,1.32,0.022,9.8,541.0,20.28,6122.0,4.487,0.964,CANDIDATE,7119481
6.23968392,0.668,155.9,1.55,0.679,9.0,1060.0,299.03,5751.0,4.303,1.143,CANDIDATE,8741470
16.3368863,3.597,225.9,1.27,0.066,12.1,642.0,40.22,5410.0,4.49,0.859,CANDIDATE,2997459
1.63668262,1.907,921.7,103.99,1.22,12.9,2562.0,10160.3,5234.0,3.436,3.739,CANDIDATE,8330207
11.615625,2.233,191.2,2.84,0.977,8.8,905.0,158.69,5332.0,4.083,1.453,CANDIDATE,5881813
173.2578372,2.027,687.0,117.29,1.9038,13.5,376.0,4.73,6392.0,4.399,1.162,CANDIDATE,9202434
41.6757509,10.848,142.0,2.1,0.256,22.6,690.0,53.72,5745.0,3.957,1.763,CANDIDATE,7901016
11.49589567,2.256,108.3,1.59,0.295,13.2,1057.0,295.46,6290.0,4.133,1.506,CANDIDATE,5385410
0.609926502,1.2529,133.8,1.12,0.24,15.3,2141.0,4990.14,5936.0,4.501,0.965,CANDIDATE,7749002
8.4795266,6.052,163.3,1.18,0.136,8.0,865.0,132.02,5841.0,4.52,0.931,CANDIDATE,3848083
49.4746966,10.46,291.0,1.62,0.491,17.2,498.0,14.5,5952.0,4.475,0.928,CANDIDATE,6359926
1.62888267,1.72,130.9,0.92,0.147,12.5,1327.0,733.67,5398.0,4.571,0.811,CANDIDATE,8324518
1.920062587,1.437,226.8,1.12,0.387,12.6,1189.0,471.84,5266.0,4.611,0.741,CANDIDATE,3103473
0.909127736,1.431,98.7,0.98,0.098,13.9,1818.0,2566.87,5486.0,4.389,0.996,CANDIDATE,5785279
10.30148508,3.903,162.7,1.6,0.445,12.6,934.0,180.14,5887.0,4.292,1.235,CANDIDATE,9896018
17.8007815,6.547,44.5,1.02,0.928,14.2,816.0,105.04,6240.0,4.326,1.252,CANDIDATE,12456063
1.717859841,0.908,66.3,1.45,0.35,9.5,2212.0,5645.85,6694.0,4.084,1.732,CANDIDATE,5096053
7.3422467,2.029,366.8,1.6,0.253,11.8,837.0,115.93,5573.0,4.562,0.839,CANDIDATE,5802637
8.1134681,4.961,40.5,0.92,0.454,10.5,1127.0,381.27,6011.0,4.123,1.409,CANDIDATE,5531694
5.4675514,3.283,87.2,1.07,0.27,10.4,1078.0,319.36,5557.0,4.288,1.151,CANDIDATE,7107802
0.888478095,1.5312,340.4,1.51,0.452,24.6,1665.0,1825.96,5553.0,4.577,0.806,CANDIDATE,12509829
309.25581,10.72,421.4,2.18,0.2875,9.9,287.0,1.61,6060.0,4.419,1.057,CANDIDATE,2576962
2.44232399,1.921,229.0,1.1,0.303,14.1,1029.0,264.82,4849.0,4.561,0.738,CANDIDATE,10140274
42.1003351,1.0834,214.0,1.42,0.88,13.9,466.0,11.17,5595.0,4.57,0.82,CANDIDATE,8345384
1.182862515,2.928,22.3,1.26,0.284,16.5,2800.0,14544.87,6017.0,3.699,2.639,CANDIDATE,9072639
4.4408541,8.083,33.9,1.74,0.005,12.0,1642.0,1719.2,5159.0,3.604,3.062,CANDIDATE,8890924
1.8679943,1.087,73.4,0.7,0.173,10.0,1291.0,658.77,5487.0,4.568,0.815,CANDIDATE,4054784
8.9172863,4.468,196.3,1.39,0.062,7.2,931.0,177.84,6210.0,4.467,0.986,CANDIDATE,10745365
1.33807075,1.425,20.2,0.6,0.003,8.5,2008.0,3844.97,6355.0,4.299,1.319,CANDIDATE,8396660
17.3731821,3.36,71.7,1.31,0.227,14.0,901.0,155.73,6180.0,4.155,1.54,CANDIDATE,9716028
1.97507424,2.61,130.5,1.08,0.152,15.0,1477.0,1122.82,6065.0,4.495,0.947,CANDIDATE,6223324
3.3879165,1.818,78.6,1.09,0.117,10.4,1336.0,750.6,5702.0,4.247,1.245,CANDIDATE,9773980
58.7488629,3.191,473.6,1.75,0.186,13.6,425.0,7.7,5574.0,4.505,0.805,CANDIDATE,10467714
64.740274,15.082,113.1,1.35,0.74,16.4,518.0,16.96,5999.0,4.263,1.177,CANDIDATE,4141593
5.38299284,3.336,35.1,0.78,0.417,10.7,1253.0,582.98,6256.0,4.27,1.293,CANDIDATE,7778427
2.0481582,1.899,183.3,1.16,0.179,11.7,1346.0,773.92,5799.0,4.548,0.86,CANDIDATE,6523058
14.7179342,5.844,132.3,1.25,0.704,12.7,784.0,89.3,6102.0,4.449,1.018,CANDIDATE,11769689
19.2527652,4.862,138.5,1.24,0.028,10.8,740.0,71.04,6258.0,4.442,1.046,CANDIDATE,9457948
219.20579,14.5,207.8,2.66,0.517,15.2,456.0,10.18,6990.0,4.115,1.785,CANDIDATE,4072271
3.48754109,1.811,85.1,0.72,0.32,7.3,988.0,224.74,5252.0,4.593,0.783,CANDIDATE,8098212
8.0772455,7.272,79.2,2.61,0.984,12.5,1228.0,537.66,5684.0,3.915,2.032,CANDIDATE,6369131
364.08733,14.09,372.0,1.39,0.1702,8.8,211.0,0.47,5376.0,4.601,0.727,CANDIDATE,7820699
5.75651958,2.309,65.3,0.83,0.247,11.2,1089.0,332.97,6208.0,4.454,1.024,CANDIDATE,10257229
91.95723,10.471,308.4,2.66,0.015,12.3,497.0,14.41,5854.0,4.114,1.528,CANDIDATE,3539231
7.51731745,2.484,170.7,1.19,0.256,10.7,861.0,129.74,5525.0,4.488,0.923,CANDIDATE,6311891
44.6966177,10.532,257.3,2.46,0.373,15.3,637.0,38.95,5929.0,4.123,1.518,CANDIDATE,7834045
8.5275894,2.959,112.5,1.28,0.311,10.4,1049.0,286.1,6469.0,4.385,1.193,CANDIDATE,10663738
3.07714195,3.571,34.2,1.08,0.983,9.9,1493.0,1175.0,6108.0,4.251,1.336,CANDIDATE,7891294
3.83488354,2.026,243.0,1.2,0.242,10.9,1003.0,239.15,5515.0,4.592,0.775,CANDIDATE,9413156
8.8233996,6.735,104.6,1.13,0.022,13.3,929.0,176.13,5602.0,4.269,1.121,CANDIDATE,5431027
40.0691482,2.928,784.1,13.25,1.125,10.5,458.0,10.42,5485.0,4.575,0.762,CANDIDATE,6070337
11.6933447,6.551,66.9,1.12,0.353,12.7,950.0,192.95,6049.0,4.248,1.354,CANDIDATE,5954001
4.02745396,1.33,85.2,0.98,0.304,10.8,1250.0,577.46,6174.0,4.398,1.041,CANDIDATE,8196226
4.96061094,2.864,20.4,0.59,0.058,12.5,1272.0,618.99,6117.0,4.244,1.298,CANDIDATE,9002538
1.4733245,1.406,124.0,1.03,0.197,11.9,1576.0,1453.8,5751.0,4.431,0.921,CANDIDATE,5642688
5.93218209,4.507,205.3,1.39,0.097,14.9,1000.0,235.68,5843.0,4.474,0.977,CANDIDATE,5552562
96.384483,5.253,591.0,2.41,0.095,10.4,400.0,6.03,5919.0,4.485,1.0,CANDIDATE,6186182
6.05552018,2.818,134.6,0.92,0.19,9.8,844.0,119.89,5352.0,4.585,0.805,CANDIDATE,4073017
54.333582,10.545,152.0,1.7,0.823,10.5,513.0,16.37,5500.0,4.228,1.221,CANDIDATE,10585749
4.11754421,4.362,34.3,1.02,0.312,22.1,1581.0,1477.06,6263.0,4.024,1.726,CANDIDATE,9579208
122.749053,8.342,1041.2,6.13,0.997,15.0,348.0,3.48,5619.0,4.488,0.976,CANDIDATE,9773270
4.37992345,4.949,15.5,0.81,0.728,13.9,1608.0,1579.65,6311.0,3.993,1.918,CANDIDATE,9457728
3.70858595,1.94,305.4,1.33,0.115,11.3,995.0,231.84,5420.0,4.596,0.771,CANDIDATE,2303903
9.4527721,3.817,197.3,1.3,0.746,11.3,832.0,113.38,5973.0,4.547,0.857,CANDIDATE,9278216
4.3638313,1.457,194.1,1.08,0.39,10.3,976.0,214.31,5623.0,4.596,0.763,CANDIDATE,8355131
6.83006228,3.315,187.4,1.09,0.006,12.1,882.0,142.95,5807.0,4.576,0.8,CANDIDATE,12645057
17.1622587,4.668,312.2,22.42,1.201,11.7,674.0,48.86,5729.0,4.509,0.939,CANDIDATE,4844367
5.19898615,2.359,136.8,1.04,0.428,11.5,1035.0,271.21,6058.0,4.54,0.867,CANDIDATE,10937749
14.74426,8.168,113.6,8.1,1.063,11.9,784.0,89.04,6146.0,4.454,0.987,CANDIDATE,8332521
35.0175053,3.608,292.0,2.13,0.809,12.8,617.0,34.32,5944.0,4.293,1.123,CANDIDATE,4060229
22.599501,4.38,76.9,0.96,0.12,2.9,734.0,68.48,6335.0,4.375,1.087,CANDIDATE,8443527
5.89089509,2.402,267.7,1.54,0.282,11.7,985.0,223.02,5869.0,4.513,0.942,CANDIDATE,10907132
4.13029832,2.461,325.3,1.44,0.041,8.7,995.0,231.52,5490.0,4.557,0.81,CANDIDATE,6520753
201.325036,14.4,125.4,1.98,0.597,14.2,410.0,6.71,6120.0,4.093,1.699,CANDIDATE,9893468
5.59346375,1.668,236.5,1.43,0.079,9.5,1008.0,243.63,5874.0,4.498,0.933,CANDIDATE,11655826
3.44928111,1.424,237.0,1.23,0.534,9.7,966.0,206.55,5119.0,4.591,0.781,CANDIDATE,1721157
37.9043889,11.638,98.2,1.97,0.473,13.9,693.0,54.36,5303.0,3.87,1.964,CANDIDATE,9947653
6.88297756,2.065,30.4,0.77,0.707,13.2,1141.0,400.53,6117.0,4.244,1.298,CANDIDATE,9002538
8.7963166,4.696,96.5,1.36,0.979,11.9,882.0,142.92,5780.0,4.438,1.0,CANDIDATE,5253802
2.049602348,1.061,186.1,1.08,0.435,11.3,1203.0,494.57,5356.0,4.589,0.78,CANDIDATE,12554634
53.285584,6.492,158.6,1.44,0.754,11.0,537.0,19.63,6015.0,4.297,1.057,CANDIDATE,6264750
5.8943338,3.475,28.9,0.61,0.003,10.7,1092.0,335.9,5929.0,4.357,1.145,CANDIDATE,11290515
8.119343,3.558,350.4,1.5,0.032,8.2,794.0,94.08,5490.0,4.557,0.81,CANDIDATE,6520753
18.0071438,5.401,80.8,1.05,0.081,13.1,799.0,96.25,6173.0,4.314,1.167,CANDIDATE,8493354
2.49915311,1.803,179.2,1.02,0.666,13.4,983.0,220.65,4705.0,4.572,0.72,CANDIDATE,5457326
105.997107,3.751,430.8,1.83,0.667,10.9,373.0,4.59,6068.0,4.565,0.831,CANDIDATE,10610039
6.30432354,2.508,40.0,1.23,0.665,10.7,1510.0,1229.72,6728.0,3.987,1.836,CANDIDATE,8628761
3.38419892,1.485,228.2,1.2,0.176,11.5,1074.0,313.79,5613.0,4.581,0.795,CANDIDATE,4750669
1.19260017,1.502,58.0,0.77,0.015,11.7,1726.0,2107.84,5600.0,4.349,1.013,CANDIDATE,6717252
216.456055,11.067,1002.8,3.61,0.033,14.2,320.0,2.48,5645.0,4.299,1.155,CANDIDATE,4902202
12.003678,2.799,281.7,0.97,0.076,12.0,503.0,15.12,4328.0,4.654,0.594,CANDIDATE,11350118
6.0059966,3.096,39.2,0.73,0.135,7.8,1130.0,385.87,6103.0,4.331,1.16,CANDIDATE,2572029
4.22426989,4.22,13.6,0.35,0.716,11.0,1069.0,309.32,5735.0,4.501,0.883,CANDIDATE,7905106
330.906041,3.846,740.0,2.05,0.005,7.3,225.0,0.6,5461.0,4.589,0.769,CANDIDATE,9007151
56.3479517,8.789,43.6,1.06,0.768,15.1,586.0,27.97,5843.0,4.086,1.471,CANDIDATE,4450844
19.9778599,5.96,83.4,1.07,0.172,12.8,773.0,84.29,6392.0,4.399,1.162,CANDIDATE,11181260
17.543847,5.948,196.3,1.15,0.579,9.9,658.0,44.42,5957.0,4.579,0.791,CANDIDATE,2558163
3.8183717,2.687,50.8,1.39,0.878,11.8,1683.0,1894.37,6738.0,4.109,1.692,CANDIDATE,8107611
9.07829171,0.783,530.9,3.69,0.164,7.0,984.0,221.32,5086.0,4.002,1.611,CANDIDATE,8752940
6.41097179,2.582,233.5,1.4,0.261,8.5,886.0,146.16,5383.0,4.486,0.933,CANDIDATE,4384909
75.2116373,3.203,362.6,2.83,0.058,13.1,516.0,16.78,5818.0,4.165,1.5,CANDIDATE,11506654
6.36283414,3.752,159.4,1.12,0.141,9.9,956.0,197.84,5955.0,4.534,0.883,CANDIDATE,5687700
7.53737498,3.966,41.1,0.93,0.225,11.3,1210.0,506.84,6483.0,4.206,1.436,CANDIDATE,8806985
7.57600886,3.361,49.0,0.54,0.267,12.5,778.0,86.87,5361.0,4.588,0.774,CANDIDATE,6527078
8.8303681,3.426,296.2,1.32,0.746,10.9,676.0,49.36,5051.0,4.628,0.706,CANDIDATE,10120548
12.85755895,4.831,106.5,1.23,0.55,14.2,860.0,129.15,5860.0,4.276,1.156,CANDIDATE,4474462
33.502923,11.947,70.9,1.08,0.756,12.5,645.0,40.79,5999.0,4.263,1.177,CANDIDATE,4141593
148.568877,4.399,404.4,5.97,0.243,11.6,555.0,22.49,5814.0,3.68,2.985,CANDIDATE,10003058
9.3335486,6.643,71.2,1.69,0.725,11.7,1082.0,323.68,5354.0,3.927,1.863,CANDIDATE,9031703
9.54060855,1.869,462.0,1.75,0.031,11.2,735.0,69.25,5271.0,4.522,0.831,CANDIDATE,12204137
1.80926734,2.469,98.0,0.89,0.385,10.9,1444.0,1028.71,5897.0,4.531,0.891,CANDIDATE,5389956
5.04413987,1.623,172.0,1.18,0.727,10.2,862.0,130.09,4954.0,4.5,0.828,CANDIDATE,10662202
5.3694084,3.949,40.0,0.62,0.837,8.0,974.0,212.68,5753.0,4.538,0.869,CANDIDATE,3934657
5.65690281,3.583,32.2,0.74,0.014,10.4,1159.0,425.7,5687.0,4.191,1.32,CANDIDATE,7515336
7.4299322,4.013,164.9,1.81,0.826,9.8,1024.0,259.7,5635.0,4.23,1.252,CANDIDATE,3557560
79.334347,10.886,164.9,1.56,0.652,14.6,500.0,14.73,6384.0,4.33,1.15,CANDIDATE,12109267
5.68251605,3.479,81.2,1.03,0.0,9.4,1090.0,333.82,5753.0,4.319,1.157,CANDIDATE,8700895
4.52628739,3.736,99.6,1.02,0.5,12.5,1089.0,332.79,5700.0,4.434,1.006,CANDIDATE,5003670
0.597018404,0.4778,245.4,1.09,0.44,16.5,1578.0,1473.77,4985.0,4.675,0.63,CANDIDATE,12265786
4.82025124,2.129,94.1,0.78,0.538,8.5,1018.0,254.2,6035.0,4.591,0.777,CANDIDATE,10873178
12.4019263,4.043,211.1,1.49,0.924,9.5,713.0,60.93,5555.0,4.514,0.832,CANDIDATE,11337012
152.823896,7.734,456.2,2.45,0.119,9.9,395.0,5.77,6452.0,4.394,1.137,CANDIDATE,8359569
6.80899076,2.077,1192.0,89.29,1.9253,11.5,795.0,94.48,4992.0,4.483,0.854,CANDIDATE,9837828
77.915425,8.274,178.8,1.17,0.448,9.2,367.0,4.28,5135.0,4.464,0.874,CANDIDATE,4857058
284.727213,10.299,355.3,2.02,0.316,12.7,278.0,1.41,5497.0,4.332,1.08,CANDIDATE,9947389
30.5392931,6.887,428.2,2.72,0.045,15.0,669.0,47.46,5803.0,4.211,1.328,CANDIDATE,3765917
8.31224474,2.663,70.8,10.63,1.111,12.2,801.0,97.64,5421.0,4.483,0.816,CANDIDATE,7833305
12.6362048,3.961,124.0,1.1,0.174,11.5,774.0,85.06,5772.0,4.457,0.992,CANDIDATE,12647577
23.266633,8.315,49.9,2.66,0.092,11.4,1156.0,422.77,5758.0,3.456,3.775,CANDIDATE,4252671
7.94004281,3.282,81.9,0.98,0.004,10.7,1010.0,245.79,6278.0,4.425,1.081,CANDIDATE,11153476
2.85855049,2.341,85.4,1.23,0.972,11.4,1212.0,510.14,5441.0,4.415,0.964,CANDIDATE,6144039
8.95294046,2.995,44.0,0.86,0.718,13.0,1012.0,247.66,6047.0,4.266,1.207,CANDIDATE,5985713
4.84350003,3.045,50.2,0.9,0.906,10.4,1121.0,373.1,5762.0,4.348,1.056,CANDIDATE,6839010
45.163025,7.03,130.3,2.35,0.2057,8.7,886.0,145.48,7675.0,4.051,2.015,CANDIDATE,9775385
36.7614011,15.982,160.9,1.52,0.984,16.2,475.0,12.0,5305.0,4.504,0.823,CANDIDATE,6197344
4.373570433,0.623,366.0,1.23,0.1,14.5,727.0,66.12,4362.0,4.623,0.64,CANDIDATE,11357664
154.674369,9.35,435.8,2.29,0.777,13.5,371.0,4.47,6338.0,4.449,1.002,CANDIDATE,7272132
15.9513866,2.285,99.2,1.17,0.197,9.2,849.0,123.03,6451.0,4.375,1.168,CANDIDATE,8430053
7.7859111,7.788,45.5,0.68,0.675,12.0,939.0,183.92,6045.0,4.479,0.954,CANDIDATE,12458605
31.183688,6.14,139.8,3.21,0.8319,7.9,876.0,139.27,5947.0,3.814,2.407,CANDIDATE,4953173
2.94242323,1.519,293.3,1.42,0.447,14.7,1098.0,344.64,5436.0,4.573,0.819,CANDIDATE,5352640
13.0914878,2.037,37.5,0.79,0.145,8.0,892.0,149.52,5919.0,4.238,1.288,CANDIDATE,4048898
54.0812235,6.279,411.1,1.54,0.182,11.6,431.0,8.19,5757.0,4.597,0.762,CANDIDATE,4587135
8.5291223,3.241,325.4,2.08,0.606,12.8,911.0,162.94,5543.0,4.318,1.111,CANDIDATE,5511659
6.4546845,3.071,69.9,1.38,0.93,10.8,1244.0,565.72,6474.0,4.243,1.362,CANDIDATE,7583650
0.494247662,1.2443,224.9,1.51,0.366,18.1,2257.0,6096.15,5763.0,4.484,0.998,CANDIDATE,3867794
11.8299383,5.168,41.4,1.6,0.502,11.7,1177.0,453.44,5747.0,3.802,2.431,CANDIDATE,5819801
5.30179786,2.24,197.2,1.22,0.357,11.5,973.0,211.8,5749.0,4.547,0.864,CANDIDATE,6276791
0.849362238,1.36,114.9,0.85,0.453,11.9,1498.0,1190.04,4973.0,4.595,0.788,CANDIDATE,10140122
0.741768294,0.4164,60.3,72.36,1.201,14.0,3380.0,30981.32,5897.0,3.637,3.147,CANDIDATE,5033823
61.083322,10.396,227.5,1.61,0.649,11.5,465.0,11.01,5803.0,4.444,1.015,CANDIDATE,3223433
3.5944891,2.557,89.9,0.98,0.041,10.4,1178.0,455.99,5523.0,4.364,1.046,CANDIDATE,8803757
4.8608059,1.966,252.1,1.21,0.374,8.9,925.0,172.76,5541.0,4.6,0.757,CANDIDATE,9479306
4.04481159,2.479,33.0,0.67,0.393,7.5,1325.0,729.15,6358.0,4.359,1.141,CANDIDATE,5437762
4.8302364,7.983,22.5,1.06,0.316,11.6,1453.0,1052.42,5086.0,3.678,2.247,CANDIDATE,4996057
56.446465,7.371,147.9,1.57,0.874,12.4,522.0,17.5,5995.0,4.337,1.117,CANDIDATE,8349399
31.4202111,4.021,390.5,1.45,0.075,10.6,471.0,11.6,5269.0,4.603,0.748,CANDIDATE,6043562
5.56676609,1.812,173.8,1.12,0.392,12.0,859.0,128.51,5032.0,4.479,0.859,CANDIDATE,4919550
5.38613715,1.943,169.3,0.86,0.197,8.9,846.0,121.37,5516.0,4.669,0.656,CANDIDATE,5645170
13.2965044,5.68,133.4,0.88,0.902,9.1,488.0,13.42,4352.0,4.671,0.613,CANDIDATE,8216763
21.8420304,3.843,79.5,2.01,0.208,9.5,1016.0,251.46,6194.0,3.813,2.241,CANDIDATE,9110610
0.876850385,1.534,59.2,1.35,0.049,9.7,2543.0,9858.55,6102.0,4.069,1.756,CANDIDATE,5208962
413.51856,10.395,391.1,1.96,0.019,7.9,254.0,0.98,6031.0,4.45,0.992,CANDIDATE,4742188
20.7106368,2.693,142.5,1.12,0.604,11.0,626.0,36.18,5631.0,4.478,0.901,CANDIDATE,8301878
3.43633133,0.675,473.5,1.44,0.114,14.5,945.0,188.22,5201.0,4.616,0.651,CANDIDATE,10221505
142.703888,5.808,225.5,1.95,0.062,11.0,440.0,8.88,6701.0,4.326,1.289,CANDIDATE,11658036
3.38080537,3.275,200.9,1.69,0.067,11.6,1362.0,814.73,6072.0,4.343,1.193,CANDIDATE,8397947
10.4716194,4.512,123.9,1.74,0.184,11.7,1035.0,271.12,5812.0,4.083,1.574,CANDIDATE,6665860
6.78788113,2.26,73.1,2.44,0.022,7.8,1679.0,1875.92,6537.0,3.76,2.829,CANDIDATE,5769810
5.47455167,3.71,73.2,1.4,0.931,10.8,1155.0,419.95,5611.0,4.19,1.312,CANDIDATE,12071754
3.43861067,1.264,46.8,1.01,0.629,9.5,1348.0,779.48,5383.0,4.112,1.401,CANDIDATE,10384298
4.8754765,1.902,39.6,0.8,0.084,8.8,1180.0,458.62,5513.0,4.179,1.286,CANDIDATE,3109550
10.5071781,2.68,271.8,1.41,0.232,11.1,737.0,69.76,5290.0,4.46,0.865,CANDIDATE,6131130
5.4398033,3.256,85.5,1.0,0.136,8.4,1112.0,361.47,6108.0,4.43,1.08,CANDIDATE,4742452
8.8493948,6.928,43.8,0.82,0.819,12.1,978.0,216.18,6095.0,4.349,1.11,CANDIDATE,7906892
51.567801,5.514,210.1,1.3,0.554,13.5,433.0,8.3,5285.0,4.467,0.876,CANDIDATE,4277304
16.4491515,6.696,70.9,2.75,0.866,11.0,1036.0,272.9,5334.0,3.712,2.789,CANDIDATE,8626325
0.428046051,0.776,126.0,0.87,0.041,14.1,2017.0,3877.26,5285.0,4.566,0.775,CANDIDATE,3098605
19.254536,4.754,186.0,1.32,0.806,9.2,625.0,36.02,5668.0,4.545,0.868,CANDIDATE,8320630
384.6961,6.167,787.0,1.78,0.5221,8.2,157.0,0.14,4228.0,4.64,0.623,CANDIDATE,9005321
71.05457555,1.9162,4853.2,5.91,0.061,95.9,390.0,5.45,5290.0,4.46,0.865,CANDIDATE,5563300
20.5512722,4.639,191.2,1.64,0.946,20.0,607.0,32.01,5401.0,4.464,0.918,CANDIDATE,12253769
7.5861587,4.32,116.8,1.07,0.858,10.8,928.0,175.29,5934.0,4.444,0.871,CANDIDATE,8054719
